ageGroup,region,relation,gender,planClassKey,industryKey,operatorTypeKey,memberCount
36-45,REGION_CENTRAL_LONDON,RELATION_DEPENDANT,M,null,null,null,78
19-25,REGION_SOUTH_WEST,RELATION_EMPLOYEE,F,null,null,null,470
46-55,REGION_SOUTH_WEST,RELATION_DEPENDANT,F,null,null,null,401
26-35,REGION_SOUTH_EAST,RELATION_EMPLOYEE,F,null,null,null,24
26-35,REGION_CENTRAL_LONDON,RELATION_DEPENDANT,M,null,null,null,236
26-35,REGION_NORTH_EAST,RELATION_EMPLOYEE,F,null,null,null,230
36-45,REGION_NORTH_EAST,RELATION_EMPLOYEE,M,null,null,null,221
56-60,REGION_GREATER_LONDON,RELATION_EMPLOYEE,M,null,null,null,438
71-75,REGION_WALES,RELATION_EMPLOYEE,M,null,null,null,268
26-35,REGION_SOUTH_WEST,RELATION_EMPLOYEE,M,null,null,null,393
36-45,REGION_NORTH_EAST,RELATION_DEPENDANT,M,null,null,null,325
61-65,REGION_NORTHERN_IRELAND,RELATION_DEPENDANT,M,null,null,null,413
61-65,REGION_WEST_MIDLANDS,RELATION_DEPENDANT,F,null,null,null,273
56-60,REGION_NORTH_WEST,RELATION_DEPENDANT,M,null,null,null,400
36-45,REGION_SCOTLAND,RELATION_DEPENDANT,F,null,null,null,73
46-55,REGION_CENTRAL_LONDON,RELATION_DEPENDANT,M,null,null,null,258
26-35,REGION_CENTRAL_LONDON,RELATION_DEPENDANT,F,null,null,null,36
61-65,REGION_SOUTH_WEST,RELATION_DEPENDANT,F,null,null,null,361
26-35,REGION_NORTHERN_IRELAND,RELATION_DEPENDANT,F,null,null,null,6
66-70,REGION_NORTH_WEST,RELATION_DEPENDANT,F,null,null,null,353
36-45,REGION_GREATER_LONDON,RELATION_EMPLOYEE,M,null,null,null,370
56-60,REGION_EAST_MIDLANDS,RELATION_DEPENDANT,F,null,null,null,66
36-45,REGION_CENTRAL_LONDON,RELATION_EMPLOYEE,M,null,null,null,461
36-45,REGION_SOUTH_WEST,RELATION_DEPENDANT,M,null,null,null,62
26-35,REGION_GREATER_LONDON,RELATION_DEPENDANT,F,null,null,null,133
56-60,REGION_GREATER_LONDON,RELATION_EMPLOYEE,M,null,null,null,254
36-45,REGION_SCOTLAND,RELATION_EMPLOYEE,F,null,null,null,165
56-60,REGION_EAST_MIDLANDS,RELATION_DEPENDANT,F,null,null,null,173
36-45,REGION_GREATER_LONDON,RELATION_EMPLOYEE,M,null,null,null,308
56-60,REGION_WEST_MIDLANDS,RELATION_DEPENDANT,M,null,null,null,399
46-55,REGION_SOUTH_WEST,RELATION_DEPENDANT,M,null,null,null,406
56-60,REGION_CENTRAL_LONDON,RELATION_DEPENDANT,M,null,null,null,187
66-70,REGION_GREATER_LONDON,RELATION_DEPENDANT,M,null,null,null,329
19-25,REGION_SOUTH_EAST,RELATION_EMPLOYEE,M,null,null,null,104
0-18,REGION_CENTRAL_LONDON,RELATION_DEPENDANT,F,null,null,null,294
19-25,REGION_EAST_MIDLANDS,RELATION_EMPLOYEE,M,null,null,null,424
36-45,REGION_EAST_MIDLANDS,RELATION_DEPENDANT,F,null,null,null,381
0-18,REGION_CENTRAL_LONDON,RELATION_DEPENDANT,M,null,null,null,143
66-70,REGION_SOUTH_EAST,RELATION_DEPENDANT,F,null,null,null,113
56-60,REGION_NORTH_WEST,RELATION_DEPENDANT,F,null,null,null,492
46-55,REGION_EAST_MIDLANDS,RELATION_EMPLOYEE,M,null,null,null,463
26-35,REGION_GREATER_LONDON,RELATION_DEPENDANT,M,null,null,null,152
19-25,REGION_NORTH_WEST,RELATION_DEPENDANT,F,null,null,null,492
36-45,REGION_SOUTH_WEST,RELATION_EMPLOYEE,M,null,null,null,405
56-60,REGION_SOUTH_EAST,RELATION_EMPLOYEE,F,null,null,null,379
19-25,REGION_SOUTH_WEST,RELATION_EMPLOYEE,F,null,null,null,343
36-45,REGION_SOUTH_WEST,RELATION_EMPLOYEE,F,null,null,null,132
19-25,REGION_WALES,RELATION_EMPLOYEE,F,null,null,null,97
61-65,REGION_EAST_MIDLANDS,RELATION_EMPLOYEE,M,null,null,null,248
56-60,REGION_NORTH_EAST,RELATION_EMPLOYEE,F,null,null,null,66
66-70,REGION_CENTRAL_LONDON,RELATION_DEPENDANT,F,null,null,null,209
76+,REGION_SOUTH_WEST,RELATION_EMPLOYEE,M,null,null,null,420
0-18,REGION_NORTHERN_IRELAND,RELATION_DEPENDANT,F,null,null,null,187
0-18,REGION_CENTRAL_LONDON,RELATION_DEPENDANT,M,null,null,null,310
26-35,REGION_SCOTLAND,RELATION_DEPENDANT,F,null,null,null,212
56-60,REGION_CENTRAL_LONDON,RELATION_DEPENDANT,M,null,null,null,115
61-65,REGION_NORTH_EAST,RELATION_DEPENDANT,F,null,null,null,60
61-65,REGION_NORTH_WEST,RELATION_DEPENDANT,M,null,null,null,277
46-55,REGION_NORTH_WEST,RELATION_DEPENDANT,M,null,null,null,235
76+,REGION_CENTRAL_LONDON,RELATION_EMPLOYEE,F,null,null,null,483
46-55,REGION_WEST_MIDLANDS,RELATION_DEPENDANT,M,null,null,null,176
36-45,REGION_SOUTH_EAST,RELATION_EMPLOYEE,M,null,null,null,490
19-25,REGION_EAST_MIDLANDS,RELATION_DEPENDANT,F,null,null,null,405
46-55,REGION_SCOTLAND,RELATION_DEPENDANT,M,null,null,null,70
19-25,REGION_EAST_MIDLANDS,RELATION_EMPLOYEE,F,null,null,null,497
66-70,REGION_CENTRAL_LONDON,RELATION_DEPENDANT,M,null,null,null,188
36-45,REGION_NORTH_WEST,RELATION_DEPENDANT,M,null,null,null,233
26-35,REGION_NORTH_EAST,RELATION_DEPENDANT,F,null,null,null,66
36-45,REGION_GREATER_LONDON,RELATION_EMPLOYEE,F,null,null,null,261
36-45,REGION_GREATER_LONDON,RELATION_EMPLOYEE,F,null,null,null,196
61-65,REGION_NORTH_WEST,RELATION_DEPENDANT,M,null,null,null,202
56-60,REGION_WALES,RELATION_EMPLOYEE,F,null,null,null,131
36-45,REGION_CENTRAL_LONDON,RELATION_EMPLOYEE,M,null,null,null,39
46-55,REGION_EAST_MIDLANDS,RELATION_EMPLOYEE,F,null,null,null,496
26-35,REGION_GREATER_LONDON,RELATION_EMPLOYEE,F,null,null,null,360
66-70,REGION_EAST_MIDLANDS,RELATION_EMPLOYEE,M,null,null,null,340
56-60,REGION_SOUTH_WEST,RELATION_EMPLOYEE,M,null,null,null,375
76+,REGION_SOUTH_WEST,RELATION_EMPLOYEE,F,null,null,null,430
46-55,REGION_SOUTH_EAST,RELATION_EMPLOYEE,F,null,null,null,302
61-65,REGION_SCOTLAND,RELATION_EMPLOYEE,M,null,null,null,162
46-55,REGION_CENTRAL_LONDON,RELATION_DEPENDANT,M,null,null,null,458
46-55,REGION_SCOTLAND,RELATION_EMPLOYEE,F,null,null,null,397
19-25,REGION_CENTRAL_LONDON,RELATION_EMPLOYEE,F,null,null,null,354
71-75,REGION_CENTRAL_LONDON,RELATION_EMPLOYEE,M,null,null,null,400
66-70,REGION_EAST_MIDLANDS,RELATION_EMPLOYEE,F,null,null,null,416
26-35,REGION_SOUTH_EAST,RELATION_DEPENDANT,F,null,null,null,325
46-55,REGION_NORTH_WEST,RELATION_EMPLOYEE,F,null,null,null,100
46-55,REGION_EAST_MIDLANDS,RELATION_EMPLOYEE,M,null,null,null,359
66-70,REGION_SOUTH_WEST,RELATION_EMPLOYEE,M,null,null,null,292
56-60,REGION_SCOTLAND,RELATION_DEPENDANT,M,null,null,null,31
26-35,REGION_NORTHERN_IRELAND,RELATION_EMPLOYEE,F,null,null,null,233
0-18,REGION_SOUTH_EAST,RELATION_DEPENDANT,F,null,null,null,122
61-65,REGION_SCOTLAND,RELATION_EMPLOYEE,F,null,null,null,395
46-55,REGION_NORTH_EAST,RELATION_DEPENDANT,F,null,null,null,73
0-18,REGION_WEST_MIDLANDS,RELATION_DEPENDANT,M,null,null,null,483
61-65,REGION_WEST_MIDLANDS,RELATION_DEPENDANT,F,null,null,null,371
66-70,REGION_CENTRAL_LONDON,RELATION_DEPENDANT,M,null,null,null,157
36-45,REGION_WALES,RELATION_DEPENDANT,M,null,null,null,414
56-60,REGION_GREATER_LONDON,RELATION_DEPENDANT,M,null,null,null,247
56-60,REGION_NORTH_EAST,RELATION_DEPENDANT,M,null,null,null,428
19-25,REGION_GREATER_LONDON,RELATION_DEPENDANT,F,null,null,null,277
76+,REGION_SOUTH_EAST,RELATION_DEPENDANT,F,null,null,null,108
36-45,REGION_SOUTH_EAST,RELATION_DEPENDANT,F,null,null,null,409
76+,REGION_SOUTH_WEST,RELATION_DEPENDANT,F,null,null,null,233
36-45,REGION_NORTH_EAST,RELATION_EMPLOYEE,M,null,null,null,134
56-60,REGION_SOUTH_EAST,RELATION_EMPLOYEE,M,null,null,null,440
56-60,REGION_EAST_MIDLANDS,RELATION_EMPLOYEE,M,null,null,null,228
61-65,REGION_SOUTH_EAST,RELATION_DEPENDANT,M,null,null,null,102
71-75,REGION_SCOTLAND,RELATION_DEPENDANT,F,null,null,null,459
46-55,REGION_NORTH_WEST,RELATION_DEPENDANT,F,null,null,null,172
66-70,REGION_GREATER_LONDON,RELATION_EMPLOYEE,M,null,null,null,285
66-70,REGION_NORTH_WEST,RELATION_EMPLOYEE,F,null,null,null,368
66-70,REGION_GREATER_LONDON,RELATION_EMPLOYEE,M,null,null,null,451
61-65,REGION_SOUTH_EAST,RELATION_DEPENDANT,F,null,null,null,143
61-65,REGION_WEST_MIDLANDS,RELATION_EMPLOYEE,F,null,null,null,433
26-35,REGION_SOUTH_WEST,RELATION_DEPENDANT,F,null,null,null,452
0-18,REGION_NORTH_EAST,RELATION_DEPENDANT,M,null,null,null,462
66-70,REGION_NORTH_WEST,RELATION_DEPENDANT,M,null,null,null,125
56-60,REGION_EAST_MIDLANDS,RELATION_EMPLOYEE,M,null,null,null,320
36-45,REGION_GREATER_LONDON,RELATION_EMPLOYEE,F,null,null,null,417
66-70,REGION_GREATER_LONDON,RELATION_DEPENDANT,M,null,null,null,173
26-35,REGION_WALES,RELATION_EMPLOYEE,M,null,null,null,269
66-70,REGION_EAST_MIDLANDS,RELATION_DEPENDANT,F,null,null,null,181
46-55,REGION_NORTH_EAST,RELATION_EMPLOYEE,F,null,null,null,51
36-45,REGION_EAST_MIDLANDS,RELATION_EMPLOYEE,F,null,null,null,249
26-35,REGION_SOUTH_EAST,RELATION_EMPLOYEE,M,null,null,null,397
36-45,REGION_SOUTH_WEST,RELATION_EMPLOYEE,F,null,null,null,43
66-70,REGION_SOUTH_WEST,RELATION_EMPLOYEE,F,null,null,null,432
76+,REGION_CENTRAL_LONDON,RELATION_DEPENDANT,F,null,null,null,386
66-70,REGION_WEST_MIDLANDS,RELATION_DEPENDANT,F,null,null,null,98
46-55,REGION_EAST_MIDLANDS,RELATION_EMPLOYEE,M,null,null,null,255
56-60,REGION_EAST_MIDLANDS,RELATION_EMPLOYEE,M,null,null,null,465
66-70,REGION_SCOTLAND,RELATION_EMPLOYEE,F,null,null,null,242
19-25,REGION_GREATER_LONDON,RELATION_EMPLOYEE,F,null,null,null,159
71-75,REGION_SOUTH_EAST,RELATION_EMPLOYEE,F,null,null,null,197
66-70,REGION_GREATER_LONDON,RELATION_DEPENDANT,M,null,null,null,217
36-45,REGION_CENTRAL_LONDON,RELATION_DEPENDANT,F,null,null,null,227
46-55,REGION_WALES,RELATION_DEPENDANT,M,null,null,null,126
71-75,REGION_SOUTH_EAST,RELATION_EMPLOYEE,M,null,null,null,248
19-25,REGION_GREATER_LONDON,RELATION_EMPLOYEE,M,null,null,null,336
0-18,REGION_GREATER_LONDON,RELATION_DEPENDANT,F,null,null,null,114
56-60,REGION_SCOTLAND,RELATION_EMPLOYEE,M,null,null,null,96
19-25,REGION_NORTH_EAST,RELATION_DEPENDANT,M,null,null,null,225
36-45,REGION_NORTH_WEST,RELATION_EMPLOYEE,F,null,null,null,6
56-60,REGION_NORTH_WEST,RELATION_DEPENDANT,F,null,null,null,115
0-18,REGION_SOUTH_WEST,RELATION_DEPENDANT,F,null,null,null,480
46-55,REGION_GREATER_LONDON,RELATION_EMPLOYEE,M,null,null,null,314
56-60,REGION_WEST_MIDLANDS,RELATION_DEPENDANT,F,null,null,null,187
36-45,REGION_GREATER_LONDON,RELATION_DEPENDANT,M,null,null,null,484
76+,REGION_SOUTH_WEST,RELATION_EMPLOYEE,F,null,null,null,496
76+,REGION_SCOTLAND,RELATION_EMPLOYEE,F,null,null,null,17
46-55,REGION_NORTH_WEST,RELATION_EMPLOYEE,M,null,null,null,85
76+,REGION_NORTH_WEST,RELATION_EMPLOYEE,M,null,null,null,250
19-25,REGION_GREATER_LONDON,RELATION_DEPENDANT,F,null,null,null,447
71-75,REGION_WALES,RELATION_DEPENDANT,F,null,null,null,51
36-45,REGION_WEST_MIDLANDS,RELATION_DEPENDANT,F,null,null,null,419
61-65,REGION_GREATER_LONDON,RELATION_EMPLOYEE,M,null,null,null,432
56-60,REGION_SCOTLAND,RELATION_DEPENDANT,F,null,null,null,9
61-65,REGION_NORTH_WEST,RELATION_DEPENDANT,M,null,null,null,341
19-25,REGION_WALES,RELATION_EMPLOYEE,M,null,null,null,360
76+,REGION_GREATER_LONDON,RELATION_EMPLOYEE,F,null,null,null,385
46-55,REGION_CENTRAL_LONDON,RELATION_DEPENDANT,F,null,null,null,220
0-18,REGION_EAST_MIDLANDS,RELATION_DEPENDANT,F,null,null,null,385
36-45,REGION_SOUTH_EAST,RELATION_EMPLOYEE,M,null,null,null,354
56-60,REGION_SOUTH_EAST,RELATION_DEPENDANT,M,null,null,null,90
76+,REGION_CENTRAL_LONDON,RELATION_EMPLOYEE,F,null,null,null,385
19-25,REGION_NORTH_EAST,RELATION_DEPENDANT,M,null,null,null,95
61-65,REGION_WEST_MIDLANDS,RELATION_DEPENDANT,F,null,null,null,464
19-25,REGION_SOUTH_EAST,RELATION_EMPLOYEE,F,null,null,null,2
76+,REGION_EAST_MIDLANDS,RELATION_EMPLOYEE,M,null,null,null,168
46-55,REGION_SOUTH_EAST,RELATION_EMPLOYEE,F,null,null,null,140
26-35,REGION_NORTH_WEST,RELATION_EMPLOYEE,M,null,null,null,484
61-65,REGION_GREATER_LONDON,RELATION_DEPENDANT,F,null,null,null,349
19-25,REGION_WALES,RELATION_DEPENDANT,F,null,null,null,303
26-35,REGION_EAST_MIDLANDS,RELATION_EMPLOYEE,M,null,null,null,191
36-45,REGION_SOUTH_WEST,RELATION_DEPENDANT,M,null,null,null,128
61-65,REGION_EAST_MIDLANDS,RELATION_EMPLOYEE,F,null,null,null,94
61-65,REGION_CENTRAL_LONDON,RELATION_EMPLOYEE,M,null,null,null,19
56-60,REGION_NORTH_WEST,RELATION_EMPLOYEE,F,null,null,null,236
71-75,REGION_CENTRAL_LONDON,RELATION_DEPENDANT,F,null,null,null,64
26-35,REGION_CENTRAL_LONDON,RELATION_EMPLOYEE,F,null,null,null,188
46-55,REGION_NORTH_WEST,RELATION_DEPENDANT,M,null,null,null,204
36-45,REGION_CENTRAL_LONDON,RELATION_EMPLOYEE,M,null,null,null,450
19-25,REGION_EAST_MIDLANDS,RELATION_EMPLOYEE,F,null,null,null,500
26-35,REGION_NORTHERN_IRELAND,RELATION_EMPLOYEE,F,null,null,null,233
26-35,REGION_GREATER_LONDON,RELATION_EMPLOYEE,M,null,null,null,249
46-55,REGION_SOUTH_EAST,RELATION_EMPLOYEE,M,null,null,null,372
46-55,REGION_SOUTH_EAST,RELATION_DEPENDANT,F,null,null,null,500
76+,REGION_NORTH_WEST,RELATION_DEPENDANT,M,null,null,null,37
66-70,REGION_NORTH_WEST,RELATION_EMPLOYEE,F,null,null,null,2
26-35,REGION_SCOTLAND,RELATION_DEPENDANT,F,null,null,null,262
46-55,REGION_SOUTH_EAST,RELATION_EMPLOYEE,M,null,null,null,477
19-25,REGION_NORTH_WEST,RELATION_DEPENDANT,F,null,null,null,362
46-55,REGION_NORTH_WEST,RELATION_DEPENDANT,F,null,null,null,425
19-25,REGION_SCOTLAND,RELATION_EMPLOYEE,F,null,null,null,50
26-35,REGION_GREATER_LONDON,RELATION_EMPLOYEE,M,null,null,null,204
36-45,REGION_SOUTH_WEST,RELATION_EMPLOYEE,M,null,null,null,27
71-75,REGION_EAST_MIDLANDS,RELATION_DEPENDANT,F,null,null,null,406
56-60,REGION_SOUTH_EAST,RELATION_DEPENDANT,F,null,null,null,27
26-35,REGION_CENTRAL_LONDON,RELATION_DEPENDANT,F,null,null,null,160
19-25,REGION_SOUTH_EAST,RELATION_EMPLOYEE,M,null,null,null,451
66-70,REGION_CENTRAL_LONDON,RELATION_DEPENDANT,M,null,null,null,156
61-65,REGION_NORTH_WEST,RELATION_DEPENDANT,F,null,null,null,43
36-45,REGION_EAST_MIDLANDS,RELATION_EMPLOYEE,M,null,null,null,283
26-35,REGION_NORTH_EAST,RELATION_EMPLOYEE,F,null,null,null,176
36-45,REGION_NORTH_EAST,RELATION_EMPLOYEE,F,null,null,null,420
71-75,REGION_GREATER_LONDON,RELATION_EMPLOYEE,M,null,null,null,135
36-45,REGION_EAST_MIDLANDS,RELATION_DEPENDANT,F,null,null,null,188
76+,REGION_SOUTH_WEST,RELATION_EMPLOYEE,M,null,null,null,457
56-60,REGION_SCOTLAND,RELATION_DEPENDANT,M,null,null,null,460
61-65,REGION_GREATER_LONDON,RELATION_EMPLOYEE,M,null,null,null,428
19-25,REGION_EAST_MIDLANDS,RELATION_DEPENDANT,F,null,null,null,436
36-45,REGION_SOUTH_WEST,RELATION_EMPLOYEE,M,null,null,null,237
0-18,REGION_CENTRAL_LONDON,RELATION_DEPENDANT,F,null,null,null,100
26-35,REGION_SOUTH_WEST,RELATION_DEPENDANT,F,null,null,null,38
76+,REGION_NORTH_WEST,RELATION_EMPLOYEE,F,null,null,null,291
61-65,REGION_CENTRAL_LONDON,RELATION_DEPENDANT,M,null,null,null,52
46-55,REGION_EAST_MIDLANDS,RELATION_EMPLOYEE,F,null,null,null,117
66-70,REGION_SOUTH_EAST,RELATION_EMPLOYEE,M,null,null,null,272
56-60,REGION_NORTH_EAST,RELATION_DEPENDANT,F,null,null,null,159
26-35,REGION_SCOTLAND,RELATION_DEPENDANT,F,null,null,null,311
26-35,REGION_SCOTLAND,RELATION_EMPLOYEE,F,null,null,null,269
19-25,REGION_WALES,RELATION_EMPLOYEE,F,null,null,null,139
71-75,REGION_CENTRAL_LONDON,RELATION_DEPENDANT,F,null,null,null,154
19-25,REGION_EAST_MIDLANDS,RELATION_DEPENDANT,M,null,null,null,496
36-45,REGION_NORTH_WEST,RELATION_DEPENDANT,M,null,null,null,378
19-25,REGION_CENTRAL_LONDON,RELATION_DEPENDANT,M,null,null,null,404
61-65,REGION_NORTH_WEST,RELATION_DEPENDANT,F,null,null,null,236
26-35,REGION_SOUTH_EAST,RELATION_DEPENDANT,F,null,null,null,457
36-45,REGION_EAST_MIDLANDS,RELATION_EMPLOYEE,F,null,null,null,373
36-45,REGION_CENTRAL_LONDON,RELATION_EMPLOYEE,F,null,null,null,420
26-35,REGION_SOUTH_EAST,RELATION_DEPENDANT,F,null,null,null,196
56-60,REGION_SCOTLAND,RELATION_EMPLOYEE,F,null,null,null,190
36-45,REGION_SOUTH_EAST,RELATION_EMPLOYEE,M,null,null,null,155
56-60,REGION_WEST_MIDLANDS,RELATION_EMPLOYEE,M,null,null,null,496
56-60,REGION_SCOTLAND,RELATION_EMPLOYEE,M,null,null,null,472
46-55,REGION_NORTH_EAST,RELATION_EMPLOYEE,M,null,null,null,47
76+,REGION_SCOTLAND,RELATION_EMPLOYEE,M,null,null,null,170
19-25,REGION_SCOTLAND,RELATION_EMPLOYEE,M,null,null,null,12
19-25,REGION_NORTH_WEST,RELATION_DEPENDANT,F,null,null,null,136
46-55,REGION_NORTH_EAST,RELATION_DEPENDANT,F,null,null,null,56
19-25,REGION_SOUTH_WEST,RELATION_DEPENDANT,M,null,null,null,386
36-45,REGION_SCOTLAND,RELATION_DEPENDANT,F,null,null,null,71
19-25,REGION_SOUTH_WEST,RELATION_DEPENDANT,M,null,null,null,194
61-65,REGION_SOUTH_EAST,RELATION_DEPENDANT,F,null,null,null,477
36-45,REGION_SOUTH_EAST,RELATION_EMPLOYEE,F,null,null,null,93
61-65,REGION_WEST_MIDLANDS,RELATION_DEPENDANT,M,null,null,null,343
19-25,REGION_WEST_MIDLANDS,RELATION_DEPENDANT,F,null,null,null,381
36-45,REGION_EAST_MIDLANDS,RELATION_EMPLOYEE,F,null,null,null,327
36-45,REGION_SOUTH_EAST,RELATION_DEPENDANT,F,null,null,null,268
61-65,REGION_SOUTH_WEST,RELATION_EMPLOYEE,M,null,null,null,210
56-60,REGION_CENTRAL_LONDON,RELATION_EMPLOYEE,F,null,null,null,54
76+,REGION_GREATER_LONDON,RELATION_EMPLOYEE,F,null,null,null,36
46-55,REGION_SCOTLAND,RELATION_EMPLOYEE,F,null,null,null,67
36-45,REGION_SOUTH_WEST,RELATION_DEPENDANT,F,null,null,null,235
19-25,REGION_NORTH_WEST,RELATION_EMPLOYEE,M,null,null,null,393
46-55,REGION_NORTH_EAST,RELATION_EMPLOYEE,F,null,null,null,289
66-70,REGION_SOUTH_EAST,RELATION_DEPENDANT,F,null,null,null,430
76+,REGION_GREATER_LONDON,RELATION_DEPENDANT,F,null,null,null,342
66-70,REGION_SOUTH_EAST,RELATION_DEPENDANT,M,null,null,null,207
19-25,REGION_SCOTLAND,RELATION_EMPLOYEE,M,null,null,null,452
46-55,REGION_SOUTH_WEST,RELATION_DEPENDANT,M,null,null,null,188
36-45,REGION_NORTH_EAST,RELATION_EMPLOYEE,F,null,null,null,279
56-60,REGION_NORTHERN_IRELAND,RELATION_DEPENDANT,F,null,null,null,68
26-35,REGION_WEST_MIDLANDS,RELATION_EMPLOYEE,F,null,null,null,406
36-45,REGION_NORTHERN_IRELAND,RELATION_DEPENDANT,M,null,null,null,376
36-45,REGION_SOUTH_EAST,RELATION_DEPENDANT,F,null,null,null,76
46-55,REGION_GREATER_LONDON,RELATION_EMPLOYEE,F,null,null,null,226
46-55,REGION_NORTH_WEST,RELATION_EMPLOYEE,M,null,null,null,186
61-65,REGION_GREATER_LONDON,RELATION_EMPLOYEE,F,null,null,null,442
36-45,REGION_CENTRAL_LONDON,RELATION_EMPLOYEE,M,null,null,null,192
46-55,REGION_WEST_MIDLANDS,RELATION_EMPLOYEE,F,null,null,null,82
46-55,REGION_NORTH_WEST,RELATION_DEPENDANT,M,null,null,null,318
19-25,REGION_GREATER_LONDON,RELATION_DEPENDANT,F,null,null,null,105
76+,REGION_SOUTH_WEST,RELATION_EMPLOYEE,F,null,null,null,47
46-55,REGION_WEST_MIDLANDS,RELATION_DEPENDANT,F,null,null,null,4
76+,REGION_EAST_MIDLANDS,RELATION_EMPLOYEE,F,null,null,null,368
66-70,REGION_NORTH_WEST,RELATION_DEPENDANT,M,null,null,null,358
76+,REGION_CENTRAL_LONDON,RELATION_EMPLOYEE,M,null,null,null,11
0-18,REGION_WALES,RELATION_DEPENDANT,F,null,null,null,430
56-60,REGION_GREATER_LONDON,RELATION_DEPENDANT,M,null,null,null,417
36-45,REGION_SCOTLAND,RELATION_EMPLOYEE,F,null,null,null,168
56-60,REGION_SOUTH_EAST,RELATION_EMPLOYEE,F,null,null,null,376
56-60,REGION_NORTHERN_IRELAND,RELATION_DEPENDANT,M,null,null,null,18
61-65,REGION_SCOTLAND,RELATION_EMPLOYEE,M,null,null,null,325
0-18,REGION_GREATER_LONDON,RELATION_DEPENDANT,F,null,null,null,444
76+,REGION_SOUTH_EAST,RELATION_EMPLOYEE,M,null,null,null,416
56-60,REGION_SOUTH_EAST,RELATION_EMPLOYEE,M,null,null,null,362
71-75,REGION_CENTRAL_LONDON,RELATION_DEPENDANT,M,null,null,null,13
26-35,REGION_CENTRAL_LONDON,RELATION_EMPLOYEE,M,null,null,null,229
36-45,REGION_EAST_MIDLANDS,RELATION_EMPLOYEE,F,null,null,null,130
0-18,REGION_NORTH_WEST,RELATION_DEPENDANT,F,null,null,null,475
71-75,REGION_EAST_MIDLANDS,RELATION_EMPLOYEE,F,null,null,null,177
61-65,REGION_NORTH_WEST,RELATION_EMPLOYEE,M,null,null,null,295
56-60,REGION_NORTH_EAST,RELATION_EMPLOYEE,F,null,null,null,75
19-25,REGION_EAST_MIDLANDS,RELATION_DEPENDANT,F,null,null,null,252
26-35,REGION_SOUTH_EAST,RELATION_DEPENDANT,M,null,null,null,87
36-45,REGION_EAST_MIDLANDS,RELATION_EMPLOYEE,M,null,null,null,274
36-45,REGION_SCOTLAND,RELATION_DEPENDANT,F,null,null,null,125
26-35,REGION_NORTH_WEST,RELATION_EMPLOYEE,F,null,null,null,285
46-55,REGION_NORTH_EAST,RELATION_EMPLOYEE,F,null,null,null,170
66-70,REGION_EAST_MIDLANDS,RELATION_DEPENDANT,F,null,null,null,126
26-35,REGION_CENTRAL_LONDON,RELATION_EMPLOYEE,M,null,null,null,327
26-35,REGION_EAST_MIDLANDS,RELATION_EMPLOYEE,M,null,null,null,184
56-60,REGION_NORTH_WEST,RELATION_DEPENDANT,F,null,null,null,488
26-35,REGION_NORTH_WEST,RELATION_DEPENDANT,M,null,null,null,375
